,time,eye,duration
109,2022-04-08 00:14:00,True,0.18405699729919434
110,2022-04-08 00:14:01,True,0.2741739749908447
111,2022-04-08 00:14:01,True,0.2370145320892334
112,2022-04-08 00:14:12,True,11.235548257827759
113,2022-04-08 00:14:13,True,0.9399151802062988
114,2022-04-08 00:14:14,True,0.4194669723510742
115,2022-04-08 00:14:14,True,0.19175267219543457
116,2022-04-08 00:14:14,True,0.3643052577972412
117,2022-04-08 00:14:14,True,0.3102450370788574
118,2022-04-08 00:14:15,True,0.09973740577697754
119,2022-04-08 00:14:15,True,0.3219172954559326
120,2022-04-08 00:14:19,True,4.0757997035980225
121,2022-04-08 00:14:26,True,7.131242513656616
122,2022-04-08 00:14:27,True,1.2544848918914795
123,2022-04-08 00:14:27,True,0.17813706398010254
124,2022-04-08 00:14:28,True,0.24338364601135254
125,2022-04-08 00:14:28,True,0.1373887062072754
126,2022-04-08 00:14:39,True,11.20975112915039
127,2022-04-08 00:14:40,True,0.5548405647277832
128,2022-04-08 00:14:41,True,1.3304812908172607
129,2022-04-08 00:14:41,True,0.2000412940979004
130,2022-04-08 00:14:47,True,5.898772239685059
131,2022-04-08 00:14:48,True,0.7880275249481201
132,2022-04-08 00:14:59,True,10.743355512619019
133,2022-04-08 00:14:59,True,0.22805500030517578
134,2022-04-08 00:15:04,True,4.863967657089233
135,2022-04-08 00:15:13,True,8.933995723724365
136,2022-04-08 00:15:16,True,3.379711389541626
137,2022-04-08 00:15:20,True,3.526831865310669
138,2022-04-08 00:15:22,True,2.6750357151031494
139,2022-04-08 00:15:25,True,2.9030072689056396
140,2022-04-08 00:15:31,True,6.072380065917969
141,2022-04-08 00:15:36,True,5.059513568878174
142,2022-04-08 00:15:37,True,0.8849315643310547
143,2022-04-08 00:15:38,True,0.5186941623687744
144,2022-04-08 00:15:40,True,2.06795334815979
145,2022-04-08 00:15:40,True,0.3757016658782959
146,2022-04-08 00:15:40,True,0.39612507820129395
147,2022-04-08 00:15:46,True,5.146098852157593
148,2022-04-08 00:15:51,True,5.745240926742554
149,2022-04-08 00:15:55,True,3.6155123710632324
